BrandName,Deatils,Sizes,MRP,SellPrice,Discount,Category
stop,rayon womens 3/4th sleeves kurta - indigo,"S,M,L,X-Large,X-Small,XX-Large",1199,599,50% off,Indianwear
ziyaa,printed round neck rayon womens ethnic set - pink,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",2430,972,60% off,Indianwear
stop,solid straight fit cotton lycra womens casual wear pants - red,"S,X-Small",899,359,60% off,Indianwear
biba,printed round neck rayon womens kurta - pink,"32,34,36,38,40,42",1799,1439,20% off,Indianwear
infuse,solid viscose blend mandarin neck womens a-line kurta - peach,"Large,Medium,Small,X-Large,X-Small",999,499,50% off,Indianwear
yuris,solid regular fit cotton womens western trousers - navy,"28,30,32,34,36,38",1699,594,65% off,Indianwear
stop,solid rayon collar neck womens casual tunic - off white,"XL,Large,Medium,Small,XX-Large",999,499,50% off,Indianwear
juniper,printed rayon mandarin womens flared dress - cream,"Large,Medium,Small,X-Large,XX-Large",3699,1479,60% off,Indianwear
juniper,printed cotton mandarin womens straight tunic - sky blue,"Large,Medium,Small,X-Large",1499,674,55% off,Indianwear
myshka,printed cotton round neck womens kurta palazzo set - multi,"Large,Medium,Small,X-Large,XX-Large",5499,1099,80% off,Indianwear
myshka,printed polyester round neck womens dress - navy,"Large,Medium,Small,X-Large,XX-Large",1599,479,70% off,Indianwear
stop,solid flared fit rayon womens casual wear palazzo - grey,"Large/X-Large,Small/Medium,XX-Large/XXX-Large",799,319,60% off,Indianwear
indya,embellished cotton round neck womens kurta - pink,"Large,Medium,Small,X-Large,X-Small,XX-Large",3400,2720,20% off,Indianwear
infuse,printed rayon mandarin neck womens high low tunic - coral,"Large,Medium,Small,X-Large,X-Small",999,399,60% off,Indianwear
kashish,embroidered viscose blend round neck womens straight kurta - grey,"Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1599,799,50% off,Indianwear
stop,solid calf length casual wear kurta - mouse,"S,M,L,X-Large,X-Small,XX-Large",1099,549,50% off,Indianwear
juniper,printed rayon round neck womens flared dress - red,"Large,Medium,Small,X-Large",2499,999,60% off,Indianwear
kashish,embroidered viscose blend round neck womens calf length kurta - olive,"Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1599,799,50% off,Indianwear
juniper,solid cotton mandarin womens a line kurta - purple,"Large,Medium,Small,X-Large",1699,849,50% off,Indianwear
ziyaa,geometric round neck georgette womens ethnic set - black,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",2077,934,55% off,Indianwear
myshka,printed cotton round neck womens kurta palazzo set - pink,"Large,Medium,Small,XX-Large",2999,899,70% off,Indianwear
varanga,embellished round neck cotton womens ethnic set - yellow,"Large,Medium,Small,X-Large,X-Small",7999,2399,70% off,Indianwear
varanga,zari round neck straight designer womens kurtas - blue,"Large,Medium,Small,X-Large,XX-Large",2999,899,70% off,Indianwear
myshka,printed cotton round neck womens regular kurta - brown,"Large,Medium,Small",1499,449,70% off,Indianwear
yuris,floral round neck cotton womens kurta set - multi,"Medium,Small,X-Large,XXX-Large",3999,1399,65% off,Indianwear
infuse,solid mandarin viscose womens calf length kurta - mint,"Large,Medium,Small,X-Large,X-Small,XX-Large",1299,649,50% off,Indianwear
infuse,printed shirt collar rayon womens shirt dress - maroon,"Small,X-Small",1199,479,60% off,Indianwear
infuse,printed rayon mandarin neck womens high low tunic - black,"Large,Medium,Small,X-Large,X-Small,XX-Large",999,399,60% off,Indianwear
myshka,printed cotton mandarin womens kurta palazzo set - multi,"Large,Medium,Small,X-Large,XX-Large",2999,749,75% off,Indianwear
infuse,printed cambric mandarin neck womens princess line shirt top - teal,"Large,Medium,Small,X-Small",1199,359,70% off,Indianwear
stop,embroidered rayon womens full length palazzo - grey,"Large/X-Large,Small/Medium,XX-Large/XXX-Large",999,399,60% off,Indianwear
infuse,printed round neck regular fit womens kurta - navy,"Large,Medium,Small,X-Large,X-Small,XX-Large",1299,649,50% off,Indianwear
stop,printed mandarin collar straight fit womens kurta - olive,"S,M,L,X-Large,X-Small,XXX-Large",799,399,50% off,Indianwear
stop,printed rayon round neck womens tunic - grey,"XL,Large,Medium,Small,XX-Large",999,499,50% off,Indianwear
sanaa,printed rayon mandarin womens kurti - navy,"Large,Medium,Small,XX-Large",1049,524,50% off,Indianwear
infuse,printed rayon crape round neck womens pin tuck top - grey,"Large,Medium,Small,X-Large,X-Small,XX-Large",699,349,50% off,Indianwear
haute curry,round neck rayon regular womens dress - mint,"Large,Medium,Small,X-Large,X-Small,XX-Large",1499,749,50% off,Indianwear
ziyaa,printed collar neck crepe womens ethnic set - black,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",2536,887,65% off,Indianwear
yuris,floral cotton round neck womens salwar suit - multi,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",3499,1399,60% off,Indianwear
haute curry,all over print shirt collar regular womens tunics & tops - peach,"Large,Medium,Small,X-Large,X-Small,XX-Large",999,499,50% off,Indianwear
haute curry,solid round neck regular womens tunics & tops - peach,"Large,Medium,Small,X-Large,X-Small,XX-Large",699,349,50% off,Indianwear
indya,printed chiffon v neck womens kurta - yellow,"Large,Small,X-Large,XX-Large",2950,2360,20% off,Indianwear
biba,printed round neck straight fit womens kurta - indigo,"32,34,36,38,40,42,46",1599,959,40% off,Indianwear
stop,printed mandarin collar straight fit womens kurta - peach,"S,M,L,X-Large,X-Small,XXX-Large",799,399,50% off,Indianwear
infuse,printed round neck rayon womens strap dress - olive,"Large,Medium,Small,X-Large,X-Small,XX-Large",999,399,60% off,Indianwear
ziyaa,floral mandarin crepe womens ethnic set - black,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",3233,1131,65% off,Indianwear
juniper,floral rayon moss collar neck womens a line dress - black,"Large,Medium,Small",3499,874,75% off,Indianwear
indya,embellished georgette round neck womens kurta - grey,"Large,Medium,Small,X-Large,X-Small,XX-Large",3200,1600,50% off,Indianwear
biba,printed cotton round neck womens salwar kurta dupatta set - pink,"32,34,36,38,42",4995,3496,30% off,Indianwear
ziyaa,printed crepe round neck womens straight kurta - black,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",1523,533,65% off,Indianwear
janasya,printed mandarin regular fit womens tunic - mustard,"Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1398,699,50% off,Indianwear
juniper,womens maroon rayon gold foil print asymmetric dress with belt & functional pockets - maroon,"Large,Medium,Small,X-Large,X-Small,XX-Large",2098,1049,50% off,Indianwear
biba,printed v neck cotton womens kurta palazzo - peacock,"32,34,36,38,40,42",3799,2659,30% off,Indianwear
stop,embroidered rayon round neck womens regular tunic - lavender,"XL,Large,Medium,Small,XX-Large",1499,749,50% off,Indianwear
ziyaa,embellished rayon mandarin womens salwar kurta dupatta set - maroon,"Large,X-Large,XX-Large,XXX-Large",3621,1448,60% off,Indianwear
stop,embroidered rayon womens full length palazzo - black,"Large/X-Large,Small/Medium,XX-Large/XXX-Large",999,399,60% off,Indianwear
kashish,embroidered viscose blend round neck womens straight kurta - blue,"Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1599,799,50% off,Indianwear
juniper,embroidered rayon round neck womens straight kurta - wine,"Large,Medium,Small,X-Large",2299,689,70% off,Indianwear
haute curry,full length cotton woven womens pants - pink,"Large,Medium,Small,X-Large,XX-Large",1199,599,50% off,Indianwear
janasya,chevron crepe round neck womens kurta palazzo set - yellow,"Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",2949,1327,55% off,Indianwear
varanga,printed round neck cotton womens a-line kurta - rust,"Large,Medium,Small,X-Large,X-Small",3999,1399,65% off,Indianwear
stop,printed cambric round neck womens calf length kurta - off white,"S,M,L,X-Large,X-Small",1499,749,50% off,Indianwear
varanga,embroidered round neck silk blend womens ethnic set - red,"Large,Medium,Small,X-Large,XX-Large",6999,1749,75% off,Indianwear
ziyaa,floral crepe round neck womens straight kurta - black,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",1458,656,55% off,Indianwear
varanga,mandarin flared designer womens kurtas - mustard,"Large,Medium,Small,X-Large,XX-Large",3599,1079,70% off,Indianwear
kashish,embroidered viscose blend round neck womens straight kurta - natural,"Large,Medium,Small,X-Large,X-Small,XX-Large",1999,999,50% off,Indianwear
stop,embroidered flared fit cotton womens casual wear palazzo - maroon,"Large/X-Large,Small/Medium,XX-Large/XXX-Large",999,399,60% off,Indianwear
juniper,printed georgette round neck womens tiered dress - yellow,"Large,Medium",3399,1529,55% off,Indianwear
juniper,printed silk round neck womens salwar kurta dupatta set - red,"Large,Medium,Small,X-Large",4799,1919,60% off,Indianwear
varanga,printed v-neck cotton womens straight kurta - mustard,"Large,Medium,Small,X-Large,X-Small,XX-Large",2999,899,70% off,Indianwear
ziyaa,floral mandarin rayon womens ethnic set - peacock,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",2435,974,60% off,Indianwear
yuris,stripes cotton boat neck womens regular kurta - multi,"XX-Large,XXX-Large",1599,799,50% off,Indianwear
stop,solid flared fit rayon womens casual wear palazzo - maroon,"Large/X-Large,Small/Medium,XX-Large/XXX-Large",799,319,60% off,Indianwear
aurelia,solid cotton flex mandarin womens straight kurta - blue,"Large,Medium,Small,X-Large,X-Small,XX-Large",1049,629,40% off,Indianwear
myshka,solid cotton round neck womens kurta palazzo set - navy,"Large,Medium,Small,X-Large,XX-Large",3999,599,85% off,Indianwear
juniper,embroidered chiffon round neck womens tiered kurta - blue,"X-Large,XX-Large",2599,1299,50% off,Indianwear
sanaa,printed rayon mandarin womens kurti - mustard,"Medium,Small,XX-Large",1699,849,50% off,Indianwear
stop,solid rayon round neck womens calf length kurta - blue,"XL,Large,Medium,Small,X-Small,XX-Large",999,399,60% off,Indianwear
biba,printed cotton round neck womens kurta palazzo set - dusty rose,"32,34,36,38,40,42",2599,1559,40% off,Indianwear
stop,mandarin collar womens kurta - teal,"S,M,L,X-Large,X-Small,XX-Large",1199,479,60% off,Indianwear
indya,stripes cotton collar neck womens midi dress - blue,"Large,Medium,Small,X-Large,X-Small",1950,975,50% off,Indianwear
juniper,womens black rayon gold foil print flared palazzo - black,"Large,Medium,Small,X-Large,X-Small,XX-Large",1699,679,60% off,Indianwear
juniper,printed georgette round neck womens flared dress - gold,"Large,Medium,Small,X-Large",2299,1034,55% off,Indianwear
janasya,floral round neck regular fit womens kurta - blue,"Medium,Small,X-Small,XX-Large",1649,659,60% off,Indianwear
juniper,printed rayon round neck womens straight kurta - pink,"Large,Medium",1699,764,55% off,Indianwear
haute curry,printed round neck regular womens tunics & tops - green,"Large,Medium,Small,X-Large,X-Small,XX-Large",699,349,50% off,Indianwear
stop,printed rayon womens 3/4th sleeves kurta - teal,"S,M,L,X-Large,X-Small,XX-Large",1199,479,60% off,Indianwear
haute curry,lapel collar rayon regular womens dress - yellow,"Large,Medium,Small,X-Large,X-Small,XX-Large",1299,649,50% off,Indianwear
myshka,printed cotton round neck womens kurta palazzo set - brown,"Large,Medium,Small,X-Large",2999,749,75% off,Indianwear
stop,printed cotton mandarin womens knee length kurta - grey,"XL,Large,Medium,Small,X-Small,XX-Large,XXX-Large",799,559,30% off,Indianwear
myshka,printed cotton blend round neck womens kurta palazzo set - black,",Medium,Small,X-Large,XX-Large",3299,824,75% off,Indianwear
infuse,printed cotton mandarin neck womens straight fit kurta - maroon,"Large,Medium,Small,X-Large,X-Small",799,319,60% off,Indianwear
indya,shraddha kapoor for indya sage mirror embroidered georgette saree - green,"Large,Medium,Small,X-Large,X-Small,XX-Large",3200,1600,50% off,Indianwear
haute curry,round neck rayon regular womens dress - navy,"Large,Medium,Small,X-Large,X-Small,XX-Large",1499,749,50% off,Indianwear
stop,v neck womens kurta - peach,"S,M,L,X-Large,X-Small,XX-Large",1199,599,50% off,Indianwear
juniper,embroidered chanderi round neck womens kurta palazzo set - blue,"Large,Medium,Small,X-Large",4199,1679,60% off,Indianwear
stop,solid cotton lycra womens full length palazzos - natural,"Large/X-Large,Small/Medium,XX-Large/XXX-Large",999,399,60% off,Indianwear
juniper,mandarin neck rayon a-line womens salwar kurta dupatta set - green,"Large,Medium,X-Large,X-Small,XX-Large",3646,2187,40% off,Indianwear
myshka,solid cotton regular fit womens casual trousers - black,"Large,Medium,Small,X-Large,XX-Large",1099,494,55% off,Indianwear
biba,womens grey cotton straight kurta - grey,"32,34",1299,649,50% off,Indianwear
juniper,embroidered rayon round neck womens kurta palazzo set - red,"Large,Medium,Small,X-Large",3899,1559,60% off,Indianwear
myshka,printed round neck womens kurti - purple,",Medium,Small,X-Large,XX-Large",3999,799,80% off,Indianwear
stop,solid flex womens full length palazzos - black,Small/Medium,799,319,60% off,Indianwear
stop,printed rayon womens full length palazzo - grey,"2XL/3XL,Large/X-Large,Small/Medium",899,449,50% off,Indianwear
juniper,floral mandarin neck chiffon womens tiered dress - black,"Large,Medium,Small",2098,1678,20% off,Indianwear
biba,printed round neck a-line womens kurta - black,38,2599,1299,50% off,Indianwear
ziyaa,printed rayon mandarin womens straight kurta - black,"Large,Medium,Small,X-Large,XX-Large,XXX-Large",1970,788,60% off,Indianwear
myshka,printed round neck womens kurti - multi,"Medium,Small,XX-Large",2499,749,70% off,Indianwear
haute curry,lapel collar rayon flex regular womens dress - peach,"Large,Medium,Small,X-Large,X-Small,XX-Large",1299,649,50% off,Indianwear
sanaa,printed rayon mandarin womens kurti - red,"Large,Medium,Small,XX-Large",999,499,50% off,Indianwear
stop,printed cotton mandarin womens knee length kurta - maroon,"S,M,L,X-Large,X-Small,XX-Large,XXX-Large",799,559,30% off,Indianwear
myshka,solid rayon v neck womens regular kurta - white,"Large,Medium,Small,X-Large,XX-Large",4999,1249,75% off,Indianwear
juniper,ethnic motifs mandarin neck cambric womens tiered dresses with mask - black,"Large,Medium,Small,X-Large,XX-Large",2499,999,60% off,Indianwear
stop,rayon womens 3/4th sleeves kurta - indigo,"S,M,L,X-Large,X-Small,XX-Large",1199,599,50% off,Indianwear
stop,solid calf length casual wear kurta - sage,"S,M,L,X-Large,X-Small,XX-Large",1099,549,50% off,Indianwear
varanga,embellished round neck cotton womens straight kurta - pink,"Large,Medium,Small,XX-Large",2999,899,70% off,Indianwear
haute curry,printed round neck regular womens tunics & tops - natural,"Large,Medium,Small,X-Large,X-Small,XX-Large",799,399,50% off,Indianwear
juniper,printed cotton mandarin womens a line tunic - purple,Small,1299,714,45% off,Indianwear
infuse,printed rayon womens casual pants - navy,"Large,Medium,Small,X-Large",999,399,60% off,Indianwear
sanaa,printed cotton mandarin womens kurta - black,"Large,Medium,Small,X-Large,XX-Large",1049,524,50% off,Indianwear
biba,embroidred v neck poly cotton womens kurta pants set - blue,"32,34,36,38,42",3999,2799,30% off,Indianwear
juniper,printed silk round neck womens salwar kurta dupatta set - blue,"Large,Medium",4799,2399,50% off,Indianwear
myshka,printed cotton round neck womens regular kurta - yellow,"Medium,Small",1599,479,70% off,Indianwear
haute curry,solid round neck regular womens tunics & tops - blue,"Large,Medium,Small,X-Large,XX-Large",999,499,50% off,Indianwear
varanga,printed cotton halter neck womens calf length kurta - blue,"Large,Medium,Small,X-Large,XX-Large",3299,824,75% off,Indianwear
juniper,printed cotton mandarin womens straight tunic - ivory,Small,1499,674,55% off,Indianwear
varanga,embellished round neck silk blend womens ethnic set - pink,"Large,Small,X-Large,X-Small",8999,2699,70% off,Indianwear
